"id","age","gender","traffic_source","category","retail_price"
87692,49,"F","Search","Shorts",25
87707,48,"M","Organic","Active",25
87723,56,"F","Email","Maternity",25
87906,21,"M","Search","Accessories",25
87963,45,"M","Search","Swim",25
88692,19,"M","Search","Shorts",25
88710,12,"M","Search","Socks",25
88838,30,"M","Organic","Underwear",25
88965,30,"M","Organic","Tops & Tees",25
89095,53,"M","Search","Underwear",25
89116,24,"F","Search","Sleep & Lounge",25
89179,16,"M","Facebook","Sweaters",25
89179,16,"M","Facebook","Socks",25
89238,68,"M","Search","Fashion Hoodies & Sweatshirts",25
89354,12,"M","Search","Sleep & Lounge",25
89588,69,"M","Search","Sleep & Lounge",25
89892,36,"M","Search","Tops & Tees",25
89904,48,"M","Search","Sleep & Lounge",25
90270,29,"F","Search","Sleep & Lounge",25
90354,24,"M","Organic","Pants",25
90587,18,"M","Search","Underwear",25
90763,46,"M","Facebook","Underwear",25
90903,56,"M","Search","Sleep & Lounge",25
90984,40,"M","Email","Underwear",25
91080,48,"M","Search","Active",25
91107,24,"F","Search","Shorts",25
91272,65,"F","Search","Accessories",25
91446,51,"M","Search","Tops & Tees",25
91616,70,"M","Search","Sleep & Lounge",25
91622,51,"F","Search","Pants & Capris",25
91872,66,"M","Search","Shorts",25
91910,41,"F","Organic","Sweaters",25
91917,29,"M","Search","Socks",25
91950,27,"F","Search","Tops & Tees",25
92211,30,"M","Facebook","Tops & Tees",25
92280,47,"F","Email","Sweaters",25
92674,51,"M","Search","Underwear",25
92713,43,"M","Search","Shorts",25
93062,23,"F","Search","Intimates",25
93174,12,"M","Facebook","Tops & Tees",25
93345,34,"M","Search","Sleep & Lounge",25
93348,27,"M","Search","Underwear",25
93353,43,"M","Facebook","Active",25
93415,65,"M","Search","Swim",25
93493,50,"M","Search","Sleep & Lounge",25
93757,19,"M","Search","Tops & Tees",25
93890,19,"F","Email","Pants & Capris",25
94025,34,"M","Search","Sleep & Lounge",25
94189,30,"M","Search","Socks",25
94238,25,"M","Search","Underwear",25
94239,13,"M","Organic","Shorts",25
94262,59,"M","Search","Pants",25
94408,20,"M","Organic","Swim",25
94529,52,"M","Organic","Sleep & Lounge",25
94548,60,"F","Search","Swim",25
94787,17,"M","Search","Socks",25
94808,68,"M","Search","Tops & Tees",25
94892,51,"F","Search","Jeans",25
95039,54,"F","Search","Shorts",25
95064,65,"M","Search","Tops & Tees",25
95246,48,"M","Display","Pants",25
95307,54,"M","Organic","Sleep & Lounge",25
95308,53,"M","Search","Active",25
95374,55,"M","Search","Active",25
95423,38,"F","Search","Tops & Tees",25
95527,44,"F","Organic","Plus",25
95634,21,"F","Facebook","Intimates",25
95752,48,"F","Search","Sleep & Lounge",25
95758,50,"M","Search","Swim",25
95865,37,"M","Search","Pants",25
96113,47,"F","Email","Intimates",25
96169,30,"M","Organic","Underwear",25
96312,33,"M","Search","Underwear",25
96411,44,"M","Search","Tops & Tees",25
96648,20,"M","Search","Fashion Hoodies & Sweatshirts",25
96947,19,"M","Search","Underwear",25
97552,62,"M","Search","Underwear",25
97575,17,"M","Search","Sleep & Lounge",25
97745,63,"F","Email","Tops & Tees",25
97811,43,"F","Search","Shorts",25
98036,28,"F","Search","Dresses",25
98167,29,"F","Email","Active",25
98235,69,"M","Search","Active",25
98272,28,"M","Search","Shorts",25
98327,26,"F","Display","Shorts",25
98377,24,"F","Search","Shorts",25
98382,22,"M","Search","Active",25
98553,63,"F","Search","Maternity",25
98766,16,"F","Search","Leggings",25
98831,30,"M","Search","Swim",25
98889,55,"F","Search","Intimates",25
98900,54,"F","Search","Active",25
99237,66,"M","Search","Underwear",25
99798,63,"M","Search","Socks",25
99820,47,"M","Search","Tops & Tees",25
99903,36,"F","Search","Intimates",25
316,29,"M","Search","Active",25
703,55,"F","Search","Sleep & Lounge",25
870,21,"F","Search","Intimates",25
1270,67,"F","Organic","Shorts",25
1436,43,"F","Search","Active",25
1723,69,"M","Display","Underwear",25
2494,54,"F","Search","Fashion Hoodies & Sweatshirts",25
2749,46,"M","Search","Active",25
2969,55,"M","Search","Underwear",25
3023,23,"M","Search","Active",25
3106,19,"M","Search","Shorts",25
3345,60,"M","Search","Underwear",25
3715,58,"M","Search","Underwear",25
4046,38,"F","Search","Skirts",25
4547,52,"M","Search","Sleep & Lounge",25
4847,45,"M","Organic","Shorts",25
5099,18,"M","Search","Active",25
5338,31,"M","Organic","Active",25
5647,29,"M","Organic","Underwear",25
5782,14,"M","Facebook","Jeans",25
5818,28,"M","Search","Sleep & Lounge",25
6140,54,"M","Search","Socks",25
7123,41,"M","Search","Pants",25
7183,55,"M","Search","Underwear",25
7322,51,"F","Search","Active",25
7524,32,"F","Search","Shorts",25
7600,62,"M","Search","Underwear",25
7666,34,"F","Search","Dresses",25
8075,17,"M","Organic","Tops & Tees",25
8158,62,"M","Search","Sleep & Lounge",25
8271,38,"F","Email","Sleep & Lounge",25
8290,16,"F","Organic","Sleep & Lounge",25
8989,24,"F","Search","Skirts",25
9292,36,"F","Organic","Intimates",25
9356,43,"F","Facebook","Dresses",25
9448,65,"M","Search","Tops & Tees",25
9519,17,"F","Search","Active",25
9607,65,"M","Search","Sleep & Lounge",25
9900,26,"F","Search","Dresses",25
10694,32,"M","Search","Underwear",25
10873,27,"F","Search","Socks & Hosiery",25
10896,48,"M","Search","Jeans",25
11524,41,"F","Search","Pants & Capris",25
11712,43,"M","Search","Shorts",25
12155,54,"M","Facebook","Jeans",25
13368,37,"M","Search","Socks",25
13775,26,"M","Search","Underwear",25
13909,18,"M","Organic","Underwear",25
14225,12,"M","Search","Socks",25
14243,19,"M","Organic","Underwear",25
14855,43,"F","Search","Active",25
14862,38,"F","Search","Fashion Hoodies & Sweatshirts",25
15072,66,"M","Organic","Socks",25
15244,46,"M","Organic","Accessories",25
15297,40,"F","Email","Swim",25
15434,69,"F","Organic","Swim",25
15758,29,"F","Search","Maternity",25
15801,65,"F","Facebook","Shorts",25
15962,19,"F","Search","Shorts",25
16274,69,"M","Search","Active",25
16395,22,"F","Search","Tops & Tees",25
16500,27,"F","Search","Sleep & Lounge",25
16516,32,"F","Search","Dresses",25
16649,64,"M","Search","Sleep & Lounge",25
16803,45,"F","Organic","Sleep & Lounge",25
16827,66,"M","Search","Socks",25
16827,66,"M","Search","Sleep & Lounge",25
17153,56,"F","Organic","Intimates",25
17414,24,"F","Search","Shorts",25
17601,13,"F","Search","Swim",25
17632,42,"M","Display","Shorts",25
17998,37,"F","Search","Intimates",25
18209,34,"M","Search","Underwear",25
18228,33,"F","Search","Fashion Hoodies & Sweatshirts",25
20409,48,"F","Facebook","Shorts",25
20667,28,"F","Search","Outerwear & Coats",25
20855,69,"F","Search","Pants & Capris",25
21147,48,"M","Organic","Swim",25
21691,50,"F","Search","Swim",25
21865,20,"M","Search","Tops & Tees",25
21953,69,"F","Organic","Shorts",25
22327,51,"M","Search","Tops & Tees",25
22399,17,"F","Facebook","Sleep & Lounge",25
22554,15,"M","Facebook","Tops & Tees",25
22679,58,"F","Display","Sleep & Lounge",25
22684,49,"F","Display","Shorts",25
22763,58,"M","Organic","Underwear",25
22933,37,"M","Search","Underwear",25
22933,37,"M","Search","Underwear",25
23079,63,"F","Search","Plus",25
23163,18,"M","Display","Active",25
23291,33,"M","Search","Socks",25
23932,50,"F","Search","Intimates",25
24581,58,"F","Search","Pants & Capris",25
24704,43,"M","Search","Tops & Tees",25
25401,59,"M","Display","Sleep & Lounge",25
25528,38,"M","Search","Tops & Tees",25
25698,65,"M","Search","Accessories",25
25764,57,"F","Search","Sleep & Lounge",25
25908,38,"M","Search","Sleep & Lounge",25
26026,66,"F","Search","Pants & Capris",25
26545,24,"M","Search","Tops & Tees",25
26545,24,"M","Search","Accessories",25
26573,15,"M","Search","Active",25
26754,62,"F","Search","Blazers & Jackets",25
27100,14,"F","Search","Sleep & Lounge",25
28153,36,"F","Email","Shorts",25
28444,58,"M","Search","Underwear",25
29580,66,"F","Search","Tops & Tees",25
29637,42,"M","Search","Sleep & Lounge",25
30408,51,"M","Search","Sleep & Lounge",25
30529,17,"M","Search","Sleep & Lounge",25
30788,15,"F","Search","Shorts",25
30837,20,"M","Search","Jeans",25
30858,69,"M","Search","Underwear",25
31621,65,"M","Search","Socks",25
31703,30,"F","Search","Maternity",25
31707,19,"M","Organic","Underwear",25
31967,70,"M","Facebook","Active",25
31997,49,"F","Search","Socks & Hosiery",25
32048,31,"M","Search","Underwear",25
32100,29,"M","Search","Tops & Tees",25
32302,31,"M","Search","Tops & Tees",25
32459,57,"F","Search","Sleep & Lounge",25
32637,26,"F","Search","Sleep & Lounge",25
32941,42,"M","Search","Tops & Tees",25
33064,16,"M","Search","Pants",25
33120,14,"F","Search","Sleep & Lounge",25
33416,24,"M","Search","Swim",25
33455,21,"F","Search","Fashion Hoodies & Sweatshirts",25
34406,27,"M","Search","Sleep & Lounge",25
34406,27,"M","Search","Tops & Tees",25
34805,35,"M","Search","Tops & Tees",25
34845,50,"F","Email","Swim",25
34885,60,"M","Search","Pants",25
35206,51,"M","Search","Underwear",25
35828,60,"M","Search","Underwear",25
35878,36,"M","Organic","Underwear",25
35895,19,"F","Search","Shorts",25
35959,55,"M","Search","Active",25
36294,68,"F","Organic","Socks & Hosiery",25
36661,48,"F","Search","Active",25
36787,15,"F","Organic","Intimates",25
36869,55,"M","Search","Underwear",25
38541,22,"M","Search","Outerwear & Coats",25
39010,62,"F","Search","Skirts",25
39096,24,"M","Search","Pants",25
39320,50,"M","Search","Jeans",25
39419,28,"M","Search","Tops & Tees",25
39431,22,"M","Search","Underwear",25
39713,20,"M","Search","Shorts",25
39885,49,"M","Organic","Swim",25
40599,44,"M","Organic","Underwear",25
40624,52,"M","Search","Sleep & Lounge",25
40706,34,"M","Search","Tops & Tees",25
40753,70,"M","Search","Sleep & Lounge",25
40768,33,"M","Search","Underwear",25
41159,16,"M","Search","Active",25
41280,58,"M","Organic","Active",25
41477,43,"F","Organic","Swim",25
41612,58,"M","Search","Pants",25
42271,46,"M","Search","Pants",25
42670,17,"F","Search","Intimates",25
42706,29,"M","Search","Tops & Tees",25
42982,49,"M","Organic","Underwear",25
42988,50,"M","Organic","Swim",25
43180,62,"F","Search","Socks & Hosiery",25
43356,65,"M","Search","Pants",25
43657,41,"F","Facebook","Shorts",25
43739,22,"F","Search","Shorts",25
43739,22,"F","Search","Fashion Hoodies & Sweatshirts",25
43739,22,"F","Search","Pants & Capris",25
43788,39,"F","Organic","Maternity",25
43894,45,"M","Search","Shorts",25
43939,36,"M","Search","Socks",25
44198,57,"M","Search","Tops & Tees",25
44350,30,"F","Search","Plus",25
44360,49,"M","Search","Underwear",25
44360,49,"M","Search","Underwear",25
45051,15,"M","Search","Active",25
45051,15,"M","Search","Pants",25
45220,20,"M","Search","Socks",25
46652,27,"F","Search","Intimates",25
46896,67,"F","Search","Fashion Hoodies & Sweatshirts",25
47185,46,"F","Search","Pants & Capris",25
47355,53,"F","Search","Socks & Hosiery",25
47666,58,"F","Email","Shorts",25
47683,18,"F","Search","Pants & Capris",25
47822,44,"F","Search","Tops & Tees",25
48405,46,"F","Search","Intimates",25
48543,50,"M","Search","Accessories",25
48633,23,"M","Organic","Underwear",25
48736,22,"F","Search","Dresses",25
48744,13,"F","Organic","Socks & Hosiery",25
48860,47,"M","Facebook","Swim",25
48966,60,"F","Search","Pants & Capris",25
48966,60,"F","Search","Skirts",25
49880,58,"M","Search","Active",25
50113,33,"M","Organic","Underwear",25
50437,66,"F","Search","Tops & Tees",25
50999,13,"F","Search","Shorts",25
51024,49,"M","Search","Socks",25
51096,32,"M","Facebook","Sleep & Lounge",25
51454,46,"F","Search","Socks & Hosiery",25
52001,60,"F","Search","Tops & Tees",25
52015,40,"M","Search","Sleep & Lounge",25
52139,18,"M","Search","Jeans",25
52327,34,"M","Display","Underwear",25
52556,48,"M","Search","Jeans",25
53277,41,"M","Search","Active",25
53757,58,"F","Search","Shorts",25
53937,55,"F","Search","Plus",25
54477,15,"M","Organic","Underwear",25
54758,44,"M","Search","Underwear",25
54878,15,"F","Facebook","Shorts",25
54907,35,"M","Search","Underwear",25
55013,58,"M","Organic","Socks",25
55555,55,"F","Search","Shorts",25
57194,46,"F","Search","Intimates",25
57458,68,"M","Search","Sleep & Lounge",25
57792,31,"F","Search","Jeans",25
57912,56,"F","Search","Shorts",25
57921,24,"M","Search","Shorts",25
57921,24,"M","Search","Underwear",25
58278,46,"M","Display","Accessories",25
58573,61,"F","Search","Tops & Tees",25
58673,42,"F","Search","Jeans",25
58767,40,"M","Search","Tops & Tees",25
58890,61,"M","Display","Underwear",25
59144,62,"M","Search","Sleep & Lounge",25
59579,62,"M","Search","Tops & Tees",25
59824,52,"M","Organic","Socks",25
60245,38,"F","Email","Tops & Tees",25
60364,20,"M","Organic","Active",25
60510,33,"M","Search","Underwear",25
60510,33,"M","Search","Socks",25
61345,29,"F","Search","Accessories",25
61453,17,"F","Organic","Sleep & Lounge",25
61513,68,"F","Search","Active",25
61606,34,"M","Email","Shorts",25
61736,30,"M","Email","Sleep & Lounge",25
62768,61,"M","Facebook","Tops & Tees",25
63669,25,"M","Search","Underwear",25
63669,25,"M","Search","Swim",25
64161,47,"M","Search","Tops & Tees",25
64278,58,"F","Organic","Intimates",25
64440,31,"F","Email","Fashion Hoodies & Sweatshirts",25
64630,55,"F","Search","Sleep & Lounge",25
64640,39,"F","Search","Plus",25
65343,56,"M","Search","Underwear",25
65602,54,"M","Search","Tops & Tees",25
65987,60,"F","Search","Intimates",25
66284,61,"F","Search","Sleep & Lounge",25
66679,47,"M","Facebook","Underwear",25
67473,53,"M","Search","Pants",25
67893,26,"F","Search","Shorts",25
68183,58,"M","Search","Accessories",25
68305,15,"M","Search","Swim",25
68383,52,"M","Search","Swim",25
69198,69,"F","Search","Sleep & Lounge",25
69433,52,"F","Search","Pants & Capris",25
69504,16,"F","Search","Swim",25
69864,66,"F","Email","Socks & Hosiery",25
70171,56,"F","Search","Jumpsuits & Rompers",25
70410,22,"M","Search","Shorts",25
70746,18,"F","Organic","Swim",25
70986,28,"M","Search","Active",25
71495,29,"F","Search","Shorts",25
71549,56,"F","Search","Sleep & Lounge",25
71690,23,"M","Display","Tops & Tees",25
71763,55,"M","Email","Underwear",25
71922,21,"F","Search","Active",25
72040,31,"M","Search","Shorts",25
72122,30,"M","Email","Underwear",25
72421,56,"M","Search","Underwear",25
72601,60,"M","Search","Underwear",25
72880,56,"M","Search","Active",25
73259,63,"F","Search","Tops & Tees",25
73412,66,"F","Search","Jeans",25
73551,66,"M","Search","Pants",25
73637,43,"M","Search","Socks",25
73708,66,"F","Search","Intimates",25
73836,32,"F","Organic","Sleep & Lounge",25
74796,32,"M","Search","Pants",25
74836,44,"M","Facebook","Tops & Tees",25
75107,14,"M","Search","Swim",25
75259,33,"F","Search","Socks & Hosiery",25
75281,53,"F","Search","Skirts",25
75427,14,"F","Search","Shorts",25
75668,23,"M","Search","Underwear",25
75796,38,"F","Search","Tops & Tees",25
75967,18,"M","Search","Pants",25
76243,17,"F","Organic","Tops & Tees",25
76701,18,"M","Search","Active",25
77364,42,"F","Search","Maternity",25
77449,61,"M","Search","Underwear",25
77556,13,"F","Search","Sleep & Lounge",25
77695,35,"M","Facebook","Underwear",25
77705,23,"F","Organic","Tops & Tees",25
78151,70,"M","Search","Underwear",25
78291,64,"M","Search","Sleep & Lounge",25
78369,43,"F","Search","Skirts",25
78369,43,"F","Search","Shorts",25
78531,26,"M","Search","Shorts",25
79131,41,"M","Search","Jeans",25
79191,15,"M","Search","Underwear",25
79573,59,"M","Display","Underwear",25
79765,41,"M","Search","Active",25
80006,62,"F","Search","Tops & Tees",25
80333,64,"M","Search","Underwear",25
80635,23,"F","Search","Shorts",25
80921,46,"M","Search","Underwear",25
81276,30,"F","Email","Fashion Hoodies & Sweatshirts",25
81549,35,"F","Search","Fashion Hoodies & Sweatshirts",25
81913,63,"M","Search","Underwear",25
81970,27,"M","Display","Fashion Hoodies & Sweatshirts",25
82217,42,"M","Search","Swim",25
82383,21,"M","Search","Tops & Tees",25
82417,32,"F","Search","Shorts",25
82480,67,"F","Search","Tops & Tees",25
82579,50,"M","Search","Socks",25
82742,13,"M","Search","Tops & Tees",25
82853,70,"M","Search","Underwear",25
82975,63,"M","Search","Sweaters",25
83155,64,"F","Organic","Fashion Hoodies & Sweatshirts",25
83465,44,"M","Search","Active",25
83956,40,"F","Search","Shorts",25
84102,58,"M","Facebook","Sweaters",25
84282,18,"F","Search","Shorts",25
85282,23,"F","Search","Shorts",25
85346,50,"M","Search","Active",25
85833,59,"F","Organic","Shorts",25
85912,28,"F","Search","Intimates",25
86471,36,"F","Search","Pants & Capris",25
87928,35,"M","Search","Tops & Tees",25
88046,55,"M","Search","Shorts",25
89359,31,"M","Search","Swim",25
89607,39,"F","Search","Plus",25
89818,51,"F","Search","Active",25
90484,53,"F","Organic","Active",25
90684,18,"F","Search","Socks & Hosiery",25
90864,22,"M","Organic","Active",25
91276,41,"M","Search","Sleep & Lounge",25
91480,38,"M","Organic","Underwear",25
92313,20,"M","Organic","Swim",25
93442,40,"M","Organic","Tops & Tees",25
94705,36,"F","Search","Swim",25
95126,39,"F","Email","Pants & Capris",25
95414,61,"M","Email","Sweaters",25
95563,36,"F","Search","Dresses",25
95563,36,"F","Search","Intimates",25
95690,24,"F","Search","Socks & Hosiery",25
95799,40,"M","Facebook","Sleep & Lounge",25
95993,35,"M","Search","Underwear",25
96222,41,"F","Search","Jeans",25
96241,15,"F","Search","Shorts",25
96488,16,"F","Search","Active",25
96674,25,"F","Search","Swim",25
97107,23,"M","Search","Swim",25
97510,39,"M","Search","Underwear",25
97599,22,"M","Search","Pants",25
98047,19,"F","Search","Intimates",25
98113,23,"F","Search","Sleep & Lounge",25
98287,23,"M","Search","Tops & Tees",25
98317,39,"M","Organic","Fashion Hoodies & Sweatshirts",25
98317,39,"M","Organic","Socks",25
98666,44,"M","Search","Sleep & Lounge",25
98833,28,"M","Facebook","Tops & Tees",25
98978,67,"F","Search","Sleep & Lounge",25
98978,67,"F","Search","Shorts",25
98990,50,"M","Email","Swim",25
978,41,"F","Search","Swim",26
1834,44,"F","Search","Intimates",26
4129,37,"F","Search","Active",26
5232,67,"F","Search","Intimates",26
5413,20,"F","Organic","Sleep & Lounge",26
6055,24,"M","Search","Accessories",26
6317,42,"M","Search","Tops & Tees",26
7410,14,"M","Search","Active",26
9718,18,"F","Email","Intimates",26
11566,57,"M","Search","Tops & Tees",26
12558,66,"M","Email","Sleep & Lounge",26
12590,31,"M","Organic","Underwear",26
13629,54,"M","Search","Underwear",26
13635,68,"M","Search","Underwear",26
14234,63,"M","Search","Sleep & Lounge",26
17724,25,"F","Search","Tops & Tees",26
23151,26,"F","Search","Dresses",26
25511,41,"F","Search","Swim",26
25598,26,"M","Search","Active",26
29355,61,"M","Search","Underwear",26
29452,56,"M","Search","Shorts",26
29992,33,"F","Search","Sleep & Lounge",26
30647,25,"F","Organic","Tops & Tees",26
32530,30,"M","Search","Underwear",26
32812,47,"M","Email","Underwear",26
33191,23,"M","Search","Sleep & Lounge",26
37454,40,"F","Search","Socks & Hosiery",26
37550,29,"M","Search","Underwear",26
39236,36,"M","Search","Underwear",26
42994,29,"M","Search","Tops & Tees",26
43042,45,"M","Search","Sleep & Lounge",26
44158,27,"M","Email","Tops & Tees",26
45206,12,"M","Organic","Tops & Tees",26
47539,69,"F","Search","Sleep & Lounge",26
48069,64,"F","Search","Intimates",26
48097,60,"F","Search","Intimates",26
48945,55,"M","Search","Tops & Tees",26
49413,19,"M","Search","Shorts",26
52088,46,"M","Search","Underwear",26
52348,52,"M","Search","Active",26
53862,57,"M","Search","Underwear",26
55752,29,"F","Search","Intimates",26
57565,17,"F","Organic","Tops & Tees",26
60120,31,"F","Search","Intimates",26
60961,49,"M","Search","Underwear",26
64907,23,"F","Facebook","Intimates",26
65303,36,"F","Search","Intimates",26
68860,61,"M","Organic","Underwear",26
70000,32,"F","Organic","Active",26
72783,44,"M","Search","Tops & Tees",26
76273,20,"M","Organic","Sweaters",26
76462,17,"M","Email","Underwear",26
76824,70,"M","Search","Shorts",26
77239,23,"M","Facebook","Underwear",26
77746,22,"M","Search","Underwear",26
78744,44,"M","Search","Active",26
81402,31,"M","Display","Underwear",26
83204,21,"M","Search","Underwear",26
83675,69,"M","Email","Sleep & Lounge",26
85532,43,"M","Facebook","Underwear",26
87731,12,"M","Search","Underwear",26
87950,34,"F","Search","Intimates",26
92557,22,"M","Facebook","Tops & Tees",26
94961,37,"M","Search","Underwear",26
95243,30,"M","Search","Underwear",26
95746,57,"M","Search","Tops & Tees",26
96194,19,"F","Facebook","Tops & Tees",26
96381,29,"M","Search","Underwear",26
98180,24,"F","Organic","Socks & Hosiery",26
99509,58,"M","Search","Sleep & Lounge",26
3688,28,"M","Search","Accessories",26
9331,25,"M","Organic","Underwear",26
10114,23,"M","Search","Underwear",26
11963,59,"F","Search","Dresses",26
22885,31,"M","Search","Underwear",26
36321,15,"M","Search","Underwear",26
41980,26,"M","Display","Underwear",26
43618,24,"F","Search","Active",26
50986,26,"M","Search","Underwear",26
53760,16,"M","Search","Sweaters",26
58290,37,"F","Search","Sleep & Lounge",26
62664,55,"M","Search","Underwear",26
63282,69,"F","Organic","Intimates",26
63604,61,"M","Search","Sleep & Lounge",26
66284,61,"F","Search","Tops & Tees",26
66907,32,"F","Search","Sleep & Lounge",26
70253,26,"M","Search","Sweaters",26
70528,20,"M","Search","Sweaters",26
71789,44,"F","Search","Intimates",26
72620,33,"F","Search","Intimates",26
74079,14,"F","Search","Plus",26
77586,55,"F","Search","Active",26
80368,53,"F","Facebook","Tops & Tees",26
83417,50,"F","Organic","Intimates",26
85473,51,"M","Organic","Active",26
87012,30,"F","Search","Intimates",26
89073,38,"M","Search","Underwear",26
92115,56,"M","Search","Tops & Tees",26
96521,44,"F","Search","Intimates",26
98263,28,"M","Search","Sleep & Lounge",26
4002,21,"M","Search","Underwear",27
9980,41,"M","Organic","Underwear",27
11408,63,"M","Search","Underwear",27
14398,18,"M","Search","Underwear",27
14987,16,"F","Organic","Intimates",27
24008,21,"M","Search","Underwear",27
31987,55,"M","Search","Tops & Tees",27
34478,24,"M","Search","Fashion Hoodies & Sweatshirts",27
34779,12,"M","Search","Underwear",27
39414,31,"F","Search","Intimates",27
47476,58,"F","Search","Intimates",27
52184,69,"M","Organic","Swim",27
54798,18,"F","Search","Plus",27
62217,68,"M","Search","Swim",27
63188,40,"M","Organic","Sleep & Lounge",27
64866,45,"F","Search","Intimates",27
66383,55,"F","Search","Shorts",27
66936,20,"F","Organic","Dresses",27
70929,20,"F","Search","Intimates",27
72559,53,"F","Search","Intimates",27
72574,45,"F","Search","Intimates",27
73543,68,"M","Search","Underwear",27
77570,28,"F","Search","Active",27
79719,59,"M","Search","Shorts",27
81006,35,"M","Search","Tops & Tees",27
83626,43,"F","Search","Fashion Hoodies & Sweatshirts",27
85684,33,"M","Search","Sleep & Lounge",27
85690,51,"F","Search","Intimates",27
87611,37,"F","Search","Intimates",27
89068,29,"F","Organic","Intimates",27
89247,65,"M","Search","Tops & Tees",27
91769,36,"M","Organic","Shorts",27
98567,50,"M","Search","Underwear",27
11963,59,"F","Search","Active",27
13103,39,"M","Search","Sleep & Lounge",27
17206,54,"F","Search","Intimates",27
17857,64,"M","Facebook","Sleep & Lounge",27
18733,14,"M","Search","Tops & Tees",27
21555,56,"M","Display","Underwear",27
31411,18,"F","Email","Sleep & Lounge",27
33176,20,"F","Search","Intimates",27
37928,68,"M","Search","Active",27
41137,61,"M","Search","Socks",27
42097,61,"M","Search","Underwear",27
42623,58,"M","Search","Tops & Tees",27
51363,42,"M","Search","Underwear",27
57642,46,"M","Search","Tops & Tees",27
60238,16,"F","Email","Sleep & Lounge",27
63076,63,"F","Search","Maternity",27
63164,39,"M","Search","Sleep & Lounge",27
72582,34,"F","Organic","Sleep & Lounge",27
80640,13,"F","Search","Intimates",27
88234,41,"M","Search","Underwear",27
90024,57,"F","Organic","Maternity",27
90626,29,"F","Search","Intimates",27
95483,20,"M","Email","Swim",27
98787,54,"F","Search","Intimates",27
1458,22,"F","Search","Maternity",28
2191,47,"M","Organic","Sweaters",28
3141,15,"F","Search","Maternity",28
3587,62,"M","Search","Accessories",28
4191,38,"M","Search","Swim",28
4417,15,"M","Facebook","Underwear",28
4456,47,"F","Search","Maternity",28
4659,60,"M","Search","Sweaters",28
6372,62,"F","Search","Tops & Tees",28
6949,54,"M","Facebook","Underwear",28
8051,49,"F","Organic","Intimates",28
8509,62,"F","Organic","Intimates",28
8713,57,"M","Search","Sleep & Lounge",28
10062,68,"M","Search","Tops & Tees",28
10616,68,"M","Search","Underwear",28
12545,52,"F","Search","Active",28
12635,45,"F","Search","Plus",28
12910,34,"M","Search","Sweaters",28
13018,19,"M","Search","Underwear",28
13605,50,"F","Search","Intimates",28
15962,19,"F","Search","Skirts",28
16170,55,"M","Search","Underwear",28
16300,16,"M","Display","Underwear",28
17706,49,"F","Search","Active",28
18572,27,"M","Organic","Underwear",28
19485,25,"M","Organic","Swim",28
20504,46,"M","Search","Underwear",28
21755,50,"F","Search","Accessories",28
22952,15,"F","Search","Intimates",28
25198,51,"F","Organic","Intimates",28
25275,32,"M","Search","Tops & Tees",28
25664,54,"M","Search","Underwear",28
27222,62,"F","Search","Accessories",28
28466,69,"F","Search","Intimates",28
29399,35,"M","Facebook","Sleep & Lounge",28
29441,38,"M","Search","Tops & Tees",28
30258,13,"F","Search","Intimates",28
33942,18,"M","Search","Underwear",28
38984,18,"F","Search","Active",28
39861,31,"M","Organic","Tops & Tees",28
39885,49,"M","Organic","Sweaters",28
40497,22,"M","Search","Underwear",28
40686,56,"F","Search","Maternity",28
41213,48,"F","Facebook","Swim",28
41221,38,"M","Organic","Accessories",28
41805,42,"F","Search","Intimates",28
41920,25,"F","Email","Maternity",28
43007,34,"M","Search","Swim",28
43664,50,"F","Search","Maternity",28
44105,28,"M","Search","Underwear",28
44171,49,"F","Search","Intimates",28
44284,25,"F","Search","Sleep & Lounge",28
44419,16,"M","Search","Underwear",28
45886,50,"F","Search","Plus",28
47668,68,"F","Search","Socks & Hosiery",28
47721,40,"M","Search","Underwear",28
48948,28,"F","Search","Accessories",28
49253,58,"M","Search","Underwear",28
49383,23,"F","Search","Active",28
49648,64,"F","Email","Accessories",28
49897,22,"F","Search","Sleep & Lounge",28
50128,21,"M","Organic","Underwear",28
50489,46,"M","Search","Underwear",28
51457,51,"M","Search","Tops & Tees",28
51954,15,"F","Organic","Intimates",28
52116,24,"F","Organic","Intimates",28
52327,34,"M","Display","Underwear",28
52589,42,"F","Facebook","Plus",28
52847,45,"M","Search","Sleep & Lounge",28
53621,46,"F","Search","Plus",28
54432,22,"M","Organic","Active",28
54651,31,"M","Organic","Underwear",28
56839,14,"M","Email","Swim",28
56878,14,"M","Search","Swim",28
58960,12,"F","Search","Intimates",28
59304,41,"F","Search","Pants & Capris",28
59696,58,"M","Search","Sweaters",28
59836,28,"M","Search","Underwear",28
59862,66,"F","Search","Swim",28
60295,23,"M","Search","Active",28
60782,27,"M","Search","Active",28
61771,22,"F","Search","Intimates",28
61895,15,"M","Organic","Tops & Tees",28
61925,39,"F","Search","Accessories",28
62511,21,"F","Organic","Active",28
63551,18,"F","Organic","Tops & Tees",28
63589,50,"M","Organic","Underwear",28
63594,32,"M","Search","Tops & Tees",28
63862,18,"M","Search","Underwear",28
66127,58,"M","Display","Underwear",28
68872,44,"M","Search","Fashion Hoodies & Sweatshirts",28
69249,70,"M","Search","Underwear",28
69750,25,"M","Search","Sweaters",28
69864,66,"F","Email","Sweaters",28
71490,51,"M","Facebook","Underwear",28
71852,55,"F","Organic","Active",28
